,County,State,fips,merged_fips,,PAPercent,Year
1883,"Ulster, NY",New York,36111,36111,36111-2005,77.94,2005
1884,"Warren, NY",New York,36113,36113,36113-2005,78.535,2005
1885,"Washington, NY",New York,36115,36115,36115-2005,76.995,2005
1886,"Wayne, NY",New York,36117,36117,36117-2005,77.495,2005
1887,"Westchester, NY",New York,36119,36119,36119-2005,77.865,2005
1888,"Wyoming, NY",New York,36121,36121,36121-2005,76.41,2005
1889,"Yates, NY",New York,36123,36123,36123-2005,74.45,2005
1890,"Alamance, NC",North Carolina,37001,37001,37001-2005,75.24,2005
1891,"Alexander, NC",North Carolina,37003,37003,37003-2005,70.345,2005
1892,"Alleghany, NC",North Carolina,37005,37005,37005-2005,68.055,2005
1893,"Anson, NC",North Carolina,37007,37007,37007-2005,68.35,2005
1894,"Ashe, NC",North Carolina,37009,37009,37009-2005,71.495,2005
1895,"Avery, NC",North Carolina,37011,37011,37011-2005,73.41,2005
1896,"Beaufort, NC",North Carolina,37013,37013,37013-2005,73.805,2005
1897,"Bertie, NC",North Carolina,37015,37015,37015-2005,67.1,2005
1898,"Bladen, NC",North Carolina,37017,37017,37017-2005,67.11,2005
1899,"Brunswick, NC",North Carolina,37019,37019,37019-2005,78.39,2005
1900,"Buncombe, NC",North Carolina,37021,37021,37021-2005,80.055,2005
1901,"Burke, NC",North Carolina,37023,37023,37023-2005,72.315,2005
1902,"Cabarrus, NC",North Carolina,37025,37025,37025-2005,75.915,2005
1903,"Caldwell, NC",North Carolina,37027,37027,37027-2005,71.825,2005
1904,"Camden, NC",North Carolina,37029,37029,37029-2005,75.735,2005
1905,"Carteret, NC",North Carolina,37031,37031,37031-2005,77.31,2005
1906,"Caswell, NC",North Carolina,37033,37033,37033-2005,70.045,2005
1907,"Catawba, NC",North Carolina,37035,37035,37035-2005,75.71,2005
1908,"Chatham, NC",North Carolina,37037,37037,37037-2005,77.96,2005
1909,"Cherokee, NC",North Carolina,37039,37039,37039-2005,72.78,2005
1910,"Chowan, NC",North Carolina,37041,37041,37041-2005,70.135,2005
1911,"Clay, NC",North Carolina,37043,37043,37043-2005,74.695,2005
1912,"Cleveland, NC",North Carolina,37045,37045,37045-2005,72.685,2005
1913,"Columbus, NC",North Carolina,37047,37047,37047-2005,66.1,2005
1914,"Craven, NC",North Carolina,37049,37049,37049-2005,77.4,2005
1915,"Cumberland, NC",North Carolina,37051,37051,37051-2005,75.445,2005
1916,"Currituck, NC",North Carolina,37053,37053,37053-2005,75,2005
1917,"Dare, NC",North Carolina,37055,37055,37055-2005,79.345,2005
1918,"Davidson, NC",North Carolina,37057,37057,37057-2005,72.115,2005
1919,"Davie, NC",North Carolina,37059,37059,37059-2005,75.495,2005
1920,"Duplin, NC",North Carolina,37061,37061,37061-2005,66.16,2005
1921,"Durham, NC",North Carolina,37063,37063,37063-2005,79.82,2005
1922,"Edgecombe, NC",North Carolina,37065,37065,37065-2005,66.47,2005
1923,"Forsyth, NC",North Carolina,37067,37067,37067-2005,78.86,2005
1924,"Franklin, NC",North Carolina,37069,37069,37069-2005,71.66,2005
1925,"Gaston, NC",North Carolina,37071,37071,37071-2005,72.655,2005
1926,"Gates, NC",North Carolina,37073,37073,37073-2005,69.96,2005
1927,"Graham, NC",North Carolina,37075,37075,37075-2005,69.425,2005
1928,"Granville, NC",North Carolina,37077,37077,37077-2005,73.115,2005
1929,"Greene, NC",North Carolina,37079,37079,37079-2005,65.135,2005
1930,"Guilford, NC",North Carolina,37081,37081,37081-2005,78.495,2005
1931,"Halifax, NC",North Carolina,37083,37083,37083-2005,68.165,2005
1932,"Harnett, NC",North Carolina,37085,37085,37085-2005,71.18,2005
1933,"Haywood, NC",North Carolina,37087,37087,37087-2005,77.66,2005
1934,"Henderson, NC",North Carolina,37089,37089,37089-2005,80.735,2005
1935,"Hertford, NC",North Carolina,37091,37091,37091-2005,67.06,2005
1936,"Hoke, NC",North Carolina,37093,37093,37093-2005,72.205,2005
1937,"Hyde, NC",North Carolina,37095,37095,37095-2005,68.24,2005
1938,"Iredell, NC",North Carolina,37097,37097,37097-2005,75.01,2005
1939,"Jackson, NC",North Carolina,37099,37099,37099-2005,76.795,2005
1940,"Johnston, NC",North Carolina,37101,37101,37101-2005,71.72,2005
1941,"Jones, NC",North Carolina,37103,37103,37103-2005,68.71,2005
1942,"Lee, NC",North Carolina,37105,37105,37105-2005,73.11,2005
1943,"Lenoir, NC",North Carolina,37107,37107,37107-2005,68.85,2005
1944,"Lincoln, NC",North Carolina,37109,37109,37109-2005,73.465,2005
1945,"McDowell, NC",North Carolina,37111,37111,37111-2005,72.4,2005
1946,"Macon, NC",North Carolina,37113,37113,37113-2005,76.74,2005
1947,"Madison, NC",North Carolina,37115,37115,37115-2005,72.015,2005
1948,"Martin, NC",North Carolina,37117,37117,37117-2005,69.89,2005
1949,"Mecklenburg, NC",North Carolina,37119,37119,37119-2005,80.64,2005
1950,"Mitchell, NC",North Carolina,37121,37121,37121-2005,69.005,2005
1951,"Montgomery, NC",North Carolina,37123,37123,37123-2005,67.81,2005
1952,"Moore, NC",North Carolina,37125,37125,37125-2005,77.905,2005
1953,"Nash, NC",North Carolina,37127,37127,37127-2005,71.34,2005
1954,"New Hanover, NC",North Carolina,37129,37129,37129-2005,81.735,2005
1955,"Northampton, NC",North Carolina,37131,37131,37131-2005,66.4,2005
1956,"Onslow, NC",North Carolina,37133,37133,37133-2005,76.655,2005
1957,"Orange, NC",North Carolina,37135,37135,37135-2005,84.21,2005
1958,"Pamlico, NC",North Carolina,37137,37137,37137-2005,74.905,2005
1959,"Pasquotank, NC",North Carolina,37139,37139,37139-2005,72.13,2005
1960,"Pender, NC",North Carolina,37141,37141,37141-2005,75.38,2005
1961,"Perquimans, NC",North Carolina,37143,37143,37143-2005,71.005,2005
1962,"Person, NC",North Carolina,37145,37145,37145-2005,73.315,2005
1963,"Pitt, NC",North Carolina,37147,37147,37147-2005,74.495,2005
1964,"Polk, NC",North Carolina,37149,37149,37149-2005,77.575,2005
1965,"Randolph, NC",North Carolina,37151,37151,37151-2005,73.04,2005
1966,"Richmond, NC",North Carolina,37153,37153,37153-2005,68.32,2005
1967,"Robeson, NC",North Carolina,37155,37155,37155-2005,64.03,2005
1968,"Rockingham, NC",North Carolina,37157,37157,37157-2005,71.745,2005
1969,"Rowan, NC",North Carolina,37159,37159,37159-2005,71.405,2005
1970,"Rutherford, NC",North Carolina,37161,37161,37161-2005,73.155,2005
1971,"Sampson, NC",North Carolina,37163,37163,37163-2005,66.195,2005
1972,"Scotland, NC",North Carolina,37165,37165,37165-2005,70.24,2005
1973,"Stanly, NC",North Carolina,37167,37167,37167-2005,74.2,2005
1974,"Stokes, NC",North Carolina,37169,37169,37169-2005,74.475,2005
1975,"Surry, NC",North Carolina,37171,37171,37171-2005,70.72,2005
1976,"Swain, NC",North Carolina,37173,37173,37173-2005,73.055,2005
1977,"Transylvania, NC",North Carolina,37175,37175,37175-2005,80.62,2005
1978,"Tyrrell, NC",North Carolina,37177,37177,37177-2005,65.69,2005
1979,"Union, NC",North Carolina,37179,37179,37179-2005,76.955,2005
1980,"Vance, NC",North Carolina,37181,37181,37181-2005,67.675,2005
1981,"Wake, NC",North Carolina,37183,37183,37183-2005,81.89,2005
1982,"Warren, NC",North Carolina,37185,37185,37185-2005,67.445,2005
1983,"Washington, NC",North Carolina,37187,37187,37187-2005,69.34,2005
1984,"Watauga, NC",North Carolina,37189,37189,37189-2005,79.505,2005
1985,"Wayne, NC",North Carolina,37191,37191,37191-2005,71.62,2005
1986,"Wilkes, NC",North Carolina,37193,37193,37193-2005,68.865,2005
1987,"Wilson, NC",North Carolina,37195,37195,37195-2005,69.43,2005
1988,"Yadkin, NC",North Carolina,37197,37197,37197-2005,70.895,2005
1989,"Yancey, NC",North Carolina,37199,37199,37199-2005,72.715,2005
1990,"Adams, ND",North Dakota,38001,38001,38001-2005,74.325,2005
1991,"Barnes, ND",North Dakota,38003,38003,38003-2005,78.735,2005
1992,"Benson, ND",North Dakota,38005,38005,38005-2005,68.545,2005
1993,"Billings, ND",North Dakota,38007,38007,38007-2005,75.53,2005
1994,"Bottineau, ND",North Dakota,38009,38009,38009-2005,75.055,2005
1995,"Bowman, ND",North Dakota,38011,38011,38011-2005,75.67,2005
1996,"Burke, ND",North Dakota,38013,38013,38013-2005,75.225,2005
1997,"Burleigh, ND",North Dakota,38015,38015,38015-2005,81.055,2005
1998,"Cass, ND",North Dakota,38017,38017,38017-2005,81.13,2005
1999,"Cavalier, ND",North Dakota,38019,38019,38019-2005,76.33,2005
2000,"Dickey, ND",North Dakota,38021,38021,38021-2005,75.49,2005
2001,"Divide, ND",North Dakota,38023,38023,38023-2005,76.365,2005
2002,"Dunn, ND",North Dakota,38025,38025,38025-2005,72.92,2005
2003,"Eddy, ND",North Dakota,38027,38027,38027-2005,72.995,2005
2004,"Emmons, ND",North Dakota,38029,38029,38029-2005,69.16,2005
2005,"Foster, ND",North Dakota,38031,38031,38031-2005,76.755,2005
2006,"Golden Valley, ND",North Dakota,38033,38033,38033-2005,77.72,2005
2007,"Grand Forks, ND",North Dakota,38035,38035,38035-2005,79.66,2005
2008,"Grant, ND",North Dakota,38037,38037,38037-2005,72.97,2005
2009,"Griggs, ND",North Dakota,38039,38039,38039-2005,74.52,2005
2010,"Hettinger, ND",North Dakota,38041,38041,38041-2005,73.29,2005
2011,"Kidder, ND",North Dakota,38043,38043,38043-2005,70.78,2005
2012,"LaMoure, ND",North Dakota,38045,38045,38045-2005,75.685,2005
2013,"Logan, ND",North Dakota,38047,38047,38047-2005,66.105,2005
2014,"McHenry, ND",North Dakota,38049,38049,38049-2005,74.43,2005
2015,"McIntosh, ND",North Dakota,38051,38051,38051-2005,68.24,2005
2016,"McKenzie, ND",North Dakota,38053,38053,38053-2005,73.19,2005
2017,"McLean, ND",North Dakota,38055,38055,38055-2005,73.55,2005
2018,"Mercer, ND",North Dakota,38057,38057,38057-2005,76.45,2005
2019,"Morton, ND",North Dakota,38059,38059,38059-2005,75.42,2005
2020,"Mountrail, ND",North Dakota,38061,38061,38061-2005,72.055,2005
2021,"Nelson, ND",North Dakota,38063,38063,38063-2005,75.16,2005
2022,"Oliver, ND",North Dakota,38065,38065,38065-2005,75.245,2005
2023,"Pembina, ND",North Dakota,38067,38067,38067-2005,76.405,2005
2024,"Pierce, ND",North Dakota,38069,38069,38069-2005,73.83,2005
2025,"Ramsey, ND",North Dakota,38071,38071,38071-2005,76.25,2005
2026,"Ransom, ND",North Dakota,38073,38073,38073-2005,77.125,2005
2027,"Renville, ND",North Dakota,38075,38075,38075-2005,76.485,2005
2028,"Richland, ND",North Dakota,38077,38077,38077-2005,75.945,2005
2029,"Rolette, ND",North Dakota,38079,38079,38079-2005,70.87,2005
2030,"Sargent, ND",North Dakota,38081,38081,38081-2005,76.265,2005
2031,"Sheridan, ND",North Dakota,38083,38083,38083-2005,68.94,2005
2032,"Sioux, ND",North Dakota,38085,38085,38085-2005,68.25,2005
2033,"Slope, ND",North Dakota,38087,38087,38087-2005,77.745,2005
2034,"Stark, ND",North Dakota,38089,38089,38089-2005,78.725,2005
2035,"Steele, ND",North Dakota,38091,38091,38091-2005,77.4,2005
2036,"Stutsman, ND",North Dakota,38093,38093,38093-2005,77.03,2005
2037,"Towner, ND",North Dakota,38095,38095,38095-2005,75.8,2005
2038,"Traill, ND",North Dakota,38097,38097,38097-2005,77.065,2005
2039,"Walsh, ND",North Dakota,38099,38099,38099-2005,74.525,2005
2040,"Ward, ND",North Dakota,38101,38101,38101-2005,77.645,2005
2041,"Wells, ND",North Dakota,38103,38103,38103-2005,71.72,2005
2042,"Williams, ND",North Dakota,38105,38105,38105-2005,76.155,2005
2043,"Adams, OH",Ohio,39001,39001,39001-2005,66.715,2005
2044,"Allen, OH",Ohio,39003,39003,39003-2005,72.575,2005
2045,"Ashland, OH",Ohio,39005,39005,39005-2005,75.195,2005
2046,"Ashtabula, OH",Ohio,39007,39007,39007-2005,73.77,2005
2047,"Athens, OH",Ohio,39009,39009,39009-2005,73.495,2005
2048,"Auglaize, OH",Ohio,39011,39011,39011-2005,75.315,2005
2049,"Belmont, OH",Ohio,39013,39013,39013-2005,75.335,2005
2050,"Brown, OH",Ohio,39015,39015,39015-2005,70.205,2005
2051,"Butler, OH",Ohio,39017,39017,39017-2005,75.41,2005
2052,"Carroll, OH",Ohio,39019,39019,39019-2005,71.305,2005
2053,"Champaign, OH",Ohio,39021,39021,39021-2005,75.805,2005
2054,"Clark, OH",Ohio,39023,39023,39023-2005,74.745,2005
2055,"Clermont, OH",Ohio,39025,39025,39025-2005,76.38,2005
2056,"Clinton, OH",Ohio,39027,39027,39027-2005,75.12,2005
2057,"Columbiana, OH",Ohio,39029,39029,39029-2005,72.41,2005
2058,"Coshocton, OH",Ohio,39031,39031,39031-2005,73.17,2005
2059,"Crawford, OH",Ohio,39033,39033,39033-2005,73.14,2005
2060,"Cuyahoga, OH",Ohio,39035,39035,39035-2005,75.86,2005
2061,"Darke, OH",Ohio,39037,39037,39037-2005,75.005,2005
2062,"Defiance, OH",Ohio,39039,39039,39039-2005,76.805,2005
2063,"Delaware, OH",Ohio,39041,39041,39041-2005,82.78,2005
2064,"Erie, OH",Ohio,39043,39043,39043-2005,73.9,2005
2065,"Fairfield, OH",Ohio,39045,39045,39045-2005,77.605,2005
2066,"Fayette, OH",Ohio,39047,39047,39047-2005,71.715,2005
2067,"Franklin, OH",Ohio,39049,39049,39049-2005,75.9,2005
2068,"Fulton, OH",Ohio,39051,39051,39051-2005,77.12,2005
2069,"Gallia, OH",Ohio,39053,39053,39053-2005,68.21,2005
2070,"Geauga, OH",Ohio,39055,39055,39055-2005,79.47,2005
2071,"Greene, OH",Ohio,39057,39057,39057-2005,78.53,2005
2072,"Guernsey, OH",Ohio,39059,39059,39059-2005,73.455,2005
2073,"Hamilton, OH",Ohio,39061,39061,39061-2005,75.99,2005
2074,"Hancock, OH",Ohio,39063,39063,39063-2005,76.785,2005
2075,"Hardin, OH",Ohio,39065,39065,39065-2005,71.36,2005
2076,"Harrison, OH",Ohio,39067,39067,39067-2005,72.58,2005
2077,"Henry, OH",Ohio,39069,39069,39069-2005,73.865,2005
2078,"Highland, OH",Ohio,39071,39071,39071-2005,70.82,2005
2079,"Hocking, OH",Ohio,39073,39073,39073-2005,72.215,2005
2080,"Holmes, OH",Ohio,39075,39075,39075-2005,56.99,2005
2081,"Huron, OH",Ohio,39077,39077,39077-2005,74.085,2005
2082,"Jackson, OH",Ohio,39079,39079,39079-2005,67.02,2005
2083,"Jefferson, OH",Ohio,39081,39081,39081-2005,73.425,2005
2084,"Knox, OH",Ohio,39083,39083,39083-2005,75.885,2005
2085,"Lake, OH",Ohio,39085,39085,39085-2005,77.875,2005
2086,"Lawrence, OH",Ohio,39087,39087,39087-2005,69.29,2005
2087,"Licking, OH",Ohio,39089,39089,39089-2005,76.44,2005
2088,"Logan, OH",Ohio,39091,39091,39091-2005,73.405,2005
2089,"Lorain, OH",Ohio,39093,39093,39093-2005,74.84,2005
2090,"Lucas, OH",Ohio,39095,39095,39095-2005,73.605,2005
2091,"Madison, OH",Ohio,39097,39097,39097-2005,73.66,2005
2092,"Mahoning, OH",Ohio,39099,39099,39099-2005,74.26,2005
2093,"Marion, OH",Ohio,39101,39101,39101-2005,70.865,2005
2094,"Medina, OH",Ohio,39103,39103,39103-2005,80.385,2005
2095,"Meigs, OH",Ohio,39105,39105,39105-2005,70.175,2005
2096,"Mercer, OH",Ohio,39107,39107,39107-2005,74.935,2005
2097,"Miami, OH",Ohio,39109,39109,39109-2005,77.34,2005
2098,"Monroe, OH",Ohio,39111,39111,39111-2005,72.79,2005
2099,"Montgomery, OH",Ohio,39113,39113,39113-2005,74.7,2005
2100,"Morgan, OH",Ohio,39115,39115,39115-2005,72.535,2005
2101,"Morrow, OH",Ohio,39117,39117,39117-2005,72.675,2005
2102,"Muskingum, OH",Ohio,39119,39119,39119-2005,73.9,2005
2103,"Noble, OH",Ohio,39121,39121,39121-2005,72.31,2005
2104,"Ottawa, OH",Ohio,39123,39123,39123-2005,75.91,2005
2105,"Paulding, OH",Ohio,39125,39125,39125-2005,73.52,2005
2106,"Perry, OH",Ohio,39127,39127,39127-2005,71.825,2005
2107,"Pickaway, OH",Ohio,39129,39129,39129-2005,71.725,2005
2108,"Pike, OH",Ohio,39131,39131,39131-2005,65.625,2005
2109,"Portage, OH",Ohio,39133,39133,39133-2005,78.51,2005
2110,"Preble, OH",Ohio,39135,39135,39135-2005,75.34,2005
2111,"Putnam, OH",Ohio,39137,39137,39137-2005,76.475,2005
2112,"Richland, OH",Ohio,39139,39139,39139-2005,73.535,2005
2113,"Ross, OH",Ohio,39141,39141,39141-2005,70.205,2005
2114,"Sandusky, OH",Ohio,39143,39143,39143-2005,74.645,2005
2115,"Scioto, OH",Ohio,39145,39145,39145-2005,67.555,2005
2116,"Seneca, OH",Ohio,39147,39147,39147-2005,74.86,2005
2117,"Shelby, OH",Ohio,39149,39149,39149-2005,74.415,2005
2118,"Stark, OH",Ohio,39151,39151,39151-2005,75.005,2005
2119,"Summit, OH",Ohio,39153,39153,39153-2005,76.335,2005
2120,"Trumbull, OH",Ohio,39155,39155,39155-2005,75.615,2005
2121,"Tuscarawas, OH",Ohio,39157,39157,39157-2005,74.365,2005
2122,"Union, OH",Ohio,39159,39159,39159-2005,77.145,2005
2123,"Van Wert, OH",Ohio,39161,39161,39161-2005,76.76,2005
2124,"Vinton, OH",Ohio,39163,39163,39163-2005,65.67,2005
2125,"Warren, OH",Ohio,39165,39165,39165-2005,78.65,2005
2126,"Washington, OH",Ohio,39167,39167,39167-2005,76.425,2005
2127,"Wayne, OH",Ohio,39169,39169,39169-2005,74.635,2005
2128,"Williams, OH",Ohio,39171,39171,39171-2005,76.695,2005
2129,"Wood, OH",Ohio,39173,39173,39173-2005,77.445,2005
2130,"Wyandot, OH",Ohio,39175,39175,39175-2005,73.245,2005
2131,"Adair, OK",Oklahoma,40001,40001,40001-2005,63.835,2005
2132,"Alfalfa, OK",Oklahoma,40003,40003,40003-2005,71.98,2005
2133,"Atoka, OK",Oklahoma,40005,40005,40005-2005,67.96,2005
2134,"Beaver, OK",Oklahoma,40007,40007,40007-2005,73.485,2005
2135,"Beckham, OK",Oklahoma,40009,40009,40009-2005,69.685,2005
2136,"Blaine, OK",Oklahoma,40011,40011,40011-2005,69.285,2005
2137,"Bryan, OK",Oklahoma,40013,40013,40013-2005,69.56,2005
2138,"Caddo, OK",Oklahoma,40015,40015,40015-2005,68.135,2005
2139,"Canadian, OK",Oklahoma,40017,40017,40017-2005,74.37,2005
2140,"Carter, OK",Oklahoma,40019,40019,40019-2005,69.13,2005
2141,"Cherokee, OK",Oklahoma,40021,40021,40021-2005,68.035,2005
2142,"Choctaw, OK",Oklahoma,40023,40023,40023-2005,66.38,2005
2143,"Cimarron, OK",Oklahoma,40025,40025,40025-2005,71.295,2005
2144,"Cleveland, OK",Oklahoma,40027,40027,40027-2005,76.2,2005
2145,"Coal, OK",Oklahoma,40029,40029,40029-2005,66.97,2005
2146,"Comanche, OK",Oklahoma,40031,40031,40031-2005,71.645,2005
2147,"Cotton, OK",Oklahoma,40033,40033,40033-2005,70.965,2005
2148,"Craig, OK",Oklahoma,40035,40035,40035-2005,66.49,2005
2149,"Creek, OK",Oklahoma,40037,40037,40037-2005,69.07,2005
2150,"Custer, OK",Oklahoma,40039,40039,40039-2005,72.95,2005
2151,"Delaware, OK",Oklahoma,40041,40041,40041-2005,67.3,2005
2152,"Dewey, OK",Oklahoma,40043,40043,40043-2005,71.615,2005
2153,"Ellis, OK",Oklahoma,40045,40045,40045-2005,73.66,2005
2154,"Garfield, OK",Oklahoma,40047,40047,40047-2005,72.445,2005
2155,"Garvin, OK",Oklahoma,40049,40049,40049-2005,68.205,2005
2156,"Grady, OK",Oklahoma,40051,40051,40051-2005,70.56,2005
2157,"Grant, OK",Oklahoma,40053,40053,40053-2005,74.43,2005
2158,"Greer, OK",Oklahoma,40055,40055,40055-2005,67.8,2005
2159,"Harmon, OK",Oklahoma,40057,40057,40057-2005,62.26,2005
2160,"Harper, OK",Oklahoma,40059,40059,40059-2005,73.285,2005
2161,"Haskell, OK",Oklahoma,40061,40061,40061-2005,66.16,2005
2162,"Hughes, OK",Oklahoma,40063,40063,40063-2005,66.355,2005
2163,"Jackson, OK",Oklahoma,40065,40065,40065-2005,72.7,2005
2164,"Jefferson, OK",Oklahoma,40067,40067,40067-2005,67.535,2005
2165,"Johnston, OK",Oklahoma,40069,40069,40069-2005,67.125,2005
2166,"Kay, OK",Oklahoma,40071,40071,40071-2005,72.33,2005
2167,"Kingfisher, OK",Oklahoma,40073,40073,40073-2005,70.675,2005
2168,"Kiowa, OK",Oklahoma,40075,40075,40075-2005,70.235,2005
2169,"Latimer, OK",Oklahoma,40077,40077,40077-2005,70.545,2005
2170,"Le Flore, OK",Oklahoma,40079,40079,40079-2005,68.18,2005
2171,"Lincoln, OK",Oklahoma,40081,40081,40081-2005,67.74,2005
2172,"Logan, OK",Oklahoma,40083,40083,40083-2005,70.605,2005
2173,"Love, OK",Oklahoma,40085,40085,40085-2005,69.62,2005
2174,"McClain, OK",Oklahoma,40087,40087,40087-2005,71.905,2005
2175,"McCurtain, OK",Oklahoma,40089,40089,40089-2005,66.67,2005
2176,"McIntosh, OK",Oklahoma,40091,40091,40091-2005,66.365,2005
2177,"Major, OK",Oklahoma,40093,40093,40093-2005,72.485,2005
2178,"Marshall, OK",Oklahoma,40095,40095,40095-2005,67.305,2005
2179,"Mayes, OK",Oklahoma,40097,40097,40097-2005,67.86,2005
2180,"Murray, OK",Oklahoma,40099,40099,40099-2005,69.86,2005
2181,"Muskogee, OK",Oklahoma,40101,40101,40101-2005,67.08,2005
2182,"Noble, OK",Oklahoma,40103,40103,40103-2005,72.435,2005
2183,"Nowata, OK",Oklahoma,40105,40105,40105-2005,68.05,2005
2184,"Okfuskee, OK",Oklahoma,40107,40107,40107-2005,64.135,2005
2185,"Oklahoma, OK",Oklahoma,40109,40109,40109-2005,71.365,2005
2186,"Okmulgee, OK",Oklahoma,40111,40111,40111-2005,65.585,2005
2187,"Osage, OK",Oklahoma,40113,40113,40113-2005,69.81,2005
2188,"Ottawa, OK",Oklahoma,40115,40115,40115-2005,68.15,2005
2189,"Pawnee, OK",Oklahoma,40117,40117,40117-2005,68.16,2005
2190,"Payne, OK",Oklahoma,40119,40119,40119-2005,73.88,2005
2191,"Pittsburg, OK",Oklahoma,40121,40121,40121-2005,69.165,2005
2192,"Pontotoc, OK",Oklahoma,40123,40123,40123-2005,70.785,2005
2193,"Pottawatomie, OK",Oklahoma,40125,40125,40125-2005,67.89,2005
2194,"Pushmataha, OK",Oklahoma,40127,40127,40127-2005,68.495,2005
2195,"Roger Mills, OK",Oklahoma,40129,40129,40129-2005,73.29,2005
2196,"Rogers, OK",Oklahoma,40131,40131,40131-2005,72.085,2005
2197,"Seminole, OK",Oklahoma,40133,40133,40133-2005,67.37,2005
2198,"Sequoyah, OK",Oklahoma,40135,40135,40135-2005,67.7,2005
2199,"Stephens, OK",Oklahoma,40137,40137,40137-2005,69.08,2005
